ride_id,vehicle_type,distance_km,city,timestamp,co2_grams
R000385,bus,36.72,Chennai,2024-03-12 09:33:00,3855.6
R000386,diesel_car,43.66,Mumbai,2024-12-09 15:30:00,7465.86
R000387,petrol_car,43.47,Chennai,2024-02-22 01:19:00,8346.24
R000388,bus,43.62,Chennai,2024-05-15 14:49:00,4580.1
R000389,diesel_car,42.3,Delhi,2024-04-30 03:53:00,7233.3
R000390,electric_bike,17.05,Pune,2024-01-24 16:04:00,358.05
R000391,diesel_car,30.27,Mumbai,2024-06-28 00:54:00,5176.17
R000392,diesel_car,49.8,Chennai,2024-11-21 21:55:00,8515.8
R000393,bus,33.49,Chennai,2024-11-05 22:08:00,3516.45
R000394,electric_bike,6.56,Pune,2024-01-11 17:46:00,137.76
R000395,bus,48.28,Bangalore,2024-01-01 16:08:00,5069.4
R000396,electric_bike,43.54,Pune,2024-04-02 15:38:00,914.34
R000397,bus,21.15,Chennai,2024-03-09 23:00:00,2220.75
R000398,petrol_car,41.59,Delhi,2024-11-01 23:04:00,7985.28
R000399,diesel_car,29.94,Mumbai,2024-03-28 12:13:00,5119.74
R000400,petrol_car,32.45,Pune,2024-04-25 19:05:00,6230.4
R000401,petrol_car,26.34,Mumbai,2024-06-21 19:28:00,5057.28
R000402,electric_bike,49.7,Chennai,2024-03-23 07:17:00,1043.7
R000403,diesel_car,19.63,Chennai,2024-06-07 15:59:00,3356.73
R000404,petrol_car,23.93,Delhi,2024-02-14 18:17:00,4594.56
R000405,petrol_car,31.91,Mumbai,2024-11-21 16:36:00,6126.72
R000406,petrol_car,4.48,Mumbai,2024-08-16 23:01:00,860.16
R000407,electric_bike,36.91,Delhi,2024-06-26 23:02:00,775.11
R000408,electric_bike,9.03,Mumbai,2024-01-27 23:17:00,189.63
R000409,petrol_car,35.01,Pune,2024-11-28 23:16:00,6721.92
R000410,electric_bike,45.55,Delhi,2024-06-18 07:53:00,956.55
R000411,electric_bike,48.66,Delhi,2024-10-09 09:33:00,1021.86
R000412,bus,35.95,Bangalore,2024-01-12 17:19:00,3774.75
R000413,diesel_car,49.88,Chennai,2024-11-18 20:49:00,8529.48
R000414,petrol_car,37.37,Mumbai,2024-09-02 14:15:00,7175.04
R000415,diesel_car,25.38,Bangalore,2024-05-21 03:27:00,4339.98
R000416,petrol_car,14.88,Chennai,2024-04-29 10:23:00,2856.96
R000417,diesel_car,48.35,Mumbai,2024-04-12 03:39:00,8267.85
R000418,bus,41.34,Pune,2024-10-09 10:49:00,4340.7
R000419,petrol_car,18.26,Mumbai,2024-06-02 19:20:00,3505.92
R000420,diesel_car,42.69,Mumbai,2024-12-24 15:47:00,7299.99
R000421,petrol_car,19.72,Mumbai,2024-05-11 20:37:00,3786.24
R000422,petrol_car,45.1,Bangalore,2024-03-21 00:41:00,8659.2
R000423,electric_bike,31.53,Delhi,2024-11-09 18:39:00,662.13
R000424,diesel_car,41.71,Bangalore,2024-01-02 05:49:00,7132.41
R000425,diesel_car,39.45,Delhi,2024-05-15 12:07:00,6745.95
R000426,electric_bike,33.88,Bangalore,2024-01-18 05:05:00,711.48
R000427,electric_bike,28.46,Bangalore,2024-06-25 14:25:00,597.66
R000428,electric_bike,47.36,Mumbai,2024-02-14 07:30:00,994.56
R000429,bus,33.71,Mumbai,2024-06-22 11:37:00,3539.55
R000430,bus,28.21,Chennai,2024-11-26 15:22:00,2962.05
R000431,diesel_car,43.47,Chennai,2024-12-19 07:26:00,7433.37
R000432,electric_bike,33.64,Delhi,2024-11-12 07:58:00,706.44
R000433,petrol_car,43.59,Bangalore,2024-03-30 03:29:00,8369.28
R000434,petrol_car,38.48,Chennai,2024-02-29 16:23:00,7388.16
R000435,electric_bike,17.92,Pune,2024-07-06 11:20:00,376.32
R000436,bus,17.09,Chennai,2024-02-02 10:23:00,1794.45
R000437,electric_bike,26.75,Chennai,2024-05-27 21:12:00,561.75
R000438,electric_bike,41.11,Pune,2024-05-04 00:07:00,863.31
R000439,electric_bike,36.27,Bangalore,2024-08-30 06:53:00,761.67
R000440,electric_bike,24.48,Chennai,2024-06-29 16:21:00,514.08
R000441,bus,32.11,Mumbai,2024-12-07 01:09:00,3371.55
R000442,electric_bike,40.9,Bangalore,2024-11-18 14:18:00,858.9
R000443,diesel_car,32.36,Bangalore,2024-12-21 03:22:00,5533.56
R000444,petrol_car,36.27,Delhi,2024-04-26 17:33:00,6963.84
R000445,diesel_car,35.06,Pune,2024-08-26 05:30:00,5995.26
R000446,diesel_car,3.97,Chennai,2024-04-11 05:11:00,678.87
R000447,petrol_car,7.88,Bangalore,2024-12-01 09:22:00,1512.96
R000448,electric_bike,47.61,Chennai,2024-09-16 08:55:00,999.81
R000449,bus,24.4,Mumbai,2024-05-30 03:11:00,2562.0
R000450,electric_bike,15.62,Bangalore,2024-12-21 16:39:00,328.02
R000451,petrol_car,15.72,Delhi,2024-09-28 10:06:00,3018.24
R000452,diesel_car,32.06,Mumbai,2024-04-01 18:30:00,5482.26
R000453,diesel_car,29.63,Pune,2024-08-07 20:20:00,5066.73
R000454,electric_bike,20.0,Pune,2024-12-16 18:36:00,420.0
R000455,bus,12.98,Bangalore,2024-06-29 01:26:00,1362.9
R000456,diesel_car,39.35,Delhi,2024-07-12 07:28:00,6728.85
R000457,petrol_car,23.63,Bangalore,2024-11-04 20:05:00,4536.96
R000458,diesel_car,31.54,Mumbai,2024-07-22 01:12:00,5393.34
R000459,diesel_car,10.72,Mumbai,2024-12-05 16:18:00,1833.12
R000460,petrol_car,46.17,Mumbai,2024-05-09 12:24:00,8864.64
R000461,petrol_car,47.28,Mumbai,2024-06-04 06:23:00,9077.76
R000462,diesel_car,35.45,Delhi,2024-11-20 07:53:00,6061.95
R000463,petrol_car,10.65,Pune,2024-04-13 21:18:00,2044.8
R000464,diesel_car,29.95,Delhi,2024-10-16 21:45:00,5121.45
R000465,diesel_car,21.96,Chennai,2024-11-16 11:53:00,3755.16
R000466,diesel_car,42.96,Pune,2024-11-09 00:38:00,7346.16
R000467,bus,34.03,Delhi,2024-11-11 21:53:00,3573.15
R000468,electric_bike,36.18,Delhi,2024-12-07 19:45:00,759.78
R000469,diesel_car,48.78,Mumbai,2024-01-15 01:02:00,8341.38
R000470,petrol_car,29.24,Delhi,2024-06-06 03:54:00,5614.08
R000471,electric_bike,25.27,Pune,2024-03-04 14:18:00,530.67
R000472,petrol_car,10.68,Pune,2024-11-15 23:48:00,2050.56
R000473,electric_bike,17.68,Pune,2024-08-24 12:54:00,371.28
R000474,diesel_car,35.14,Chennai,2024-09-09 12:23:00,6008.94
R000475,diesel_car,8.53,Bangalore,2024-10-08 16:12:00,1458.63
R000476,bus,38.6,Delhi,2024-12-10 12:23:00,4053.0
R000477,petrol_car,32.51,Pune,2024-11-13 15:16:00,6241.92
R000478,electric_bike,3.32,Bangalore,2024-11-02 04:30:00,69.72
R000479,electric_bike,13.12,Delhi,2024-06-29 04:44:00,275.52
R000480,bus,28.4,Mumbai,2024-09-06 02:50:00,2982.0
R000481,electric_bike,9.36,Delhi,2024-09-28 11:16:00,196.56
R000482,petrol_car,15.78,Pune,2024-09-25 02:25:00,3029.76
R000483,diesel_car,42.02,Chennai,2024-11-20 00:01:00,7185.42
R000484,electric_bike,17.95,Delhi,2024-07-03 02:45:00,376.95
R000485,bus,3.03,Delhi,2024-09-09 17:01:00,318.15
R000486,petrol_car,38.17,Pune,2024-09-28 21:31:00,7328.64
R000487,diesel_car,3.18,Bangalore,2024-07-28 21:21:00,543.78
R000488,petrol_car,7.61,Mumbai,2024-03-25 00:28:00,1461.12
R000489,petrol_car,12.96,Delhi,2024-12-06 10:49:00,2488.32
R000490,electric_bike,43.09,Chennai,2024-06-12 15:57:00,904.89
R000491,bus,32.68,Bangalore,2024-05-09 00:30:00,3431.4
R000492,petrol_car,5.58,Chennai,2024-08-01 01:55:00,1071.36
R000493,electric_bike,45.64,Mumbai,2024-05-31 14:51:00,958.44
R000494,electric_bike,14.95,Mumbai,2024-06-18 04:42:00,313.95
R000495,electric_bike,30.61,Bangalore,2024-05-06 01:33:00,642.81
R000496,electric_bike,6.98,Mumbai,2024-01-07 21:05:00,146.58
R000497,diesel_car,37.54,Pune,2024-07-19 15:29:00,6419.34
R000498,bus,3.22,Mumbai,2024-01-04 08:13:00,338.1
R000499,diesel_car,34.42,Chennai,2024-04-29 05:12:00,5885.82
R000500,bus,12.2,Pune,2024-11-19 07:40:00,1281.0
R000501,diesel_car,12.19,Chennai,2024-04-21 13:54:00,2084.49
R000502,electric_bike,30.62,Pune,2024-05-08 02:26:00,643.02
R000503,petrol_car,43.25,Pune,2024-11-11 03:21:00,8304.0
R000504,petrol_car,9.36,Bangalore,2024-05-31 04:48:00,1797.12
R000505,diesel_car,18.08,Chennai,2024-05-27 10:27:00,3091.68
R000506,diesel_car,4.69,Chennai,2024-06-24 12:35:00,801.99
R000507,diesel_car,18.79,Bangalore,2024-04-24 03:09:00,3213.09
R000508,bus,19.08,Chennai,2024-04-26 20:34:00,2003.4
R000509,diesel_car,36.59,Pune,2024-05-16 19:02:00,6256.89
R000510,petrol_car,7.4,Chennai,2024-07-18 08:39:00,1420.8
R000511,petrol_car,47.54,Delhi,2024-01-19 16:32:00,9127.68
R000512,electric_bike,45.79,Pune,2024-01-01 13:26:00,961.59
R000513,electric_bike,30.57,Bangalore,2024-11-13 21:49:00,641.97
R000514,diesel_car,30.87,Delhi,2024-05-22 06:45:00,5278.77
R000515,diesel_car,40.57,Delhi,2024-05-21 17:53:00,6937.47
R000516,bus,36.88,Delhi,2024-10-05 20:20:00,3872.4
R000517,bus,49.87,Chennai,2024-08-02 03:20:00,5236.35
R000518,bus,44.42,Bangalore,2024-01-18 14:14:00,4664.1
R000519,petrol_car,17.85,Mumbai,2024-12-17 11:58:00,3427.2
R000520,bus,27.01,Pune,2024-01-02 15:16:00,2836.05
R000521,petrol_car,24.75,Mumbai,2024-05-29 04:52:00,4752.0
R000522,petrol_car,28.64,Bangalore,2024-10-24 19:55:00,5498.88
R000523,diesel_car,45.08,Pune,2024-02-27 13:40:00,7708.68
R000524,bus,33.23,Delhi,2024-02-10 19:49:00,3489.15
R000525,electric_bike,29.95,Pune,2024-05-22 18:11:00,628.95
R000526,bus,13.98,Chennai,2024-10-10 19:58:00,1467.9
R000527,petrol_car,24.19,Pune,2024-08-23 12:25:00,4644.48
R000528,diesel_car,18.55,Mumbai,2024-08-14 19:54:00,3172.05
R000529,petrol_car,4.35,Delhi,2024-11-27 00:11:00,835.2
R000530,diesel_car,5.36,Bangalore,2024-10-04 12:10:00,916.56
R000531,petrol_car,30.65,Pune,2024-04-02 08:38:00,5884.8
R000532,petrol_car,38.25,Delhi,2024-11-03 02:29:00,7344.0
R000533,petrol_car,15.21,Pune,2024-04-08 20:00:00,2920.32
R000534,diesel_car,12.21,Bangalore,2024-01-14 17:21:00,2087.91
R000535,bus,30.52,Mumbai,2024-02-13 05:53:00,3204.6
R000536,bus,45.78,Bangalore,2024-10-20 08:31:00,4806.9
R000537,diesel_car,4.25,Chennai,2024-06-22 09:23:00,726.75
R000538,bus,4.79,Chennai,2024-05-06 04:58:00,502.95
R000539,bus,44.56,Pune,2024-03-29 11:08:00,4678.8
R000540,electric_bike,46.87,Delhi,2024-05-01 18:52:00,984.27
R000541,petrol_car,47.14,Mumbai,2024-11-01 17:13:00,9050.88
R000542,diesel_car,49.66,Bangalore,2024-06-24 20:13:00,8491.86
R000543,diesel_car,46.24,Bangalore,2024-11-03 04:36:00,7907.04
R000544,diesel_car,49.51,Delhi,2024-07-31 07:33:00,8466.21
R000545,petrol_car,34.74,Bangalore,2024-08-17 13:50:00,6670.08
R000546,petrol_car,4.98,Mumbai,2024-01-19 18:37:00,956.16
R000547,electric_bike,41.65,Delhi,2024-05-22 03:19:00,874.65
R000548,bus,26.01,Mumbai,2024-03-01 17:14:00,2731.05
R000549,diesel_car,42.44,Bangalore,2024-09-26 12:15:00,7257.24
R000550,diesel_car,35.66,Bangalore,2024-12-28 02:33:00,6097.86
R000551,petrol_car,6.27,Delhi,2024-10-23 02:47:00,1203.84
R000552,electric_bike,14.36,Bangalore,2024-10-04 23:08:00,301.56
R000553,bus,6.45,Pune,2024-03-03 12:08:00,677.25
R000554,diesel_car,10.37,Chennai,2024-09-05 11:24:00,1773.27
R000555,electric_bike,31.69,Pune,2024-03-24 22:18:00,665.49
R000556,diesel_car,42.94,Chennai,2024-06-27 00:14:00,7342.74
R000557,petrol_car,21.41,Mumbai,2024-01-06 15:16:00,4110.72
R000558,bus,37.97,Delhi,2024-04-25 03:22:00,3986.85
R000559,bus,40.03,Pune,2024-03-22 03:12:00,4203.15
R000560,bus,20.63,Mumbai,2024-06-25 22:21:00,2166.15
R000561,electric_bike,10.59,Chennai,2024-06-26 08:32:00,222.39
R000562,petrol_car,15.91,Delhi,2024-10-07 17:48:00,3054.72
R000563,electric_bike,10.66,Pune,2024-05-30 10:59:00,223.86
R000564,diesel_car,7.22,Chennai,2024-09-02 16:19:00,1234.62
R000565,petrol_car,24.14,Mumbai,2024-12-02 19:27:00,4634.88
R000566,bus,35.76,Pune,2024-11-18 17:13:00,3754.8
R000567,bus,45.8,Pune,2024-01-05 00:06:00,4809.0
R000568,diesel_car,43.02,Pune,2024-10-21 03:32:00,7356.42
R000569,diesel_car,44.03,Chennai,2024-08-16 14:43:00,7529.13
R000570,diesel_car,34.64,Delhi,2024-08-04 13:50:00,5923.44
R000571,diesel_car,8.49,Bangalore,2024-01-08 21:22:00,1451.79
R000572,electric_bike,12.34,Bangalore,2024-08-21 03:14:00,259.14
R000573,petrol_car,39.39,Delhi,2024-10-21 05:15:00,7562.88
R000574,bus,12.99,Mumbai,2024-11-09 07:38:00,1363.95
R000575,bus,48.38,Delhi,2024-08-02 10:55:00,5079.9
R000576,electric_bike,16.23,Chennai,2024-08-25 13:49:00,340.83
R000577,petrol_car,34.26,Delhi,2024-03-10 17:47:00,6577.92
R000578,petrol_car,15.61,Mumbai,2024-11-09 05:22:00,2997.12
R000579,electric_bike,18.8,Pune,2024-04-25 10:17:00,394.8
R000580,petrol_car,5.15,Chennai,2024-10-30 06:23:00,988.8
R000581,diesel_car,5.39,Pune,2024-04-17 11:49:00,921.69
R000582,diesel_car,46.59,Chennai,2024-02-15 20:05:00,7966.89
R000583,petrol_car,49.26,Mumbai,2024-09-06 20:08:00,9457.92
R000584,bus,50.0,Mumbai,2024-08-27 16:21:00,5250.0
R000585,petrol_car,31.35,Mumbai,2024-08-19 10:38:00,6019.2
R000586,bus,17.56,Delhi,2024-04-07 02:19:00,1843.8
R000587,diesel_car,12.47,Pune,2024-02-12 23:45:00,2132.37
R000588,diesel_car,33.48,Chennai,2024-06-05 17:02:00,5725.08
R000589,petrol_car,4.94,Chennai,2024-11-17 05:09:00,948.48
R000590,petrol_car,13.25,Bangalore,2024-05-01 05:54:00,2544.0
R000591,petrol_car,39.64,Delhi,2024-03-14 11:23:00,7610.88
R000592,diesel_car,7.9,Pune,2024-05-01 01:07:00,1350.9
R000593,electric_bike,23.48,Pune,2024-06-02 04:52:00,493.08
R000594,diesel_car,8.19,Delhi,2024-08-07 03:03:00,1400.49
R000595,diesel_car,11.31,Chennai,2024-04-01 10:33:00,1934.01
R000596,bus,4.48,Chennai,2024-01-20 09:42:00,470.4
R000597,electric_bike,37.56,Mumbai,2024-09-20 13:09:00,788.76
R000598,diesel_car,26.65,Mumbai,2024-08-23 12:31:00,4557.15
R000599,bus,46.8,Pune,2024-01-05 08:26:00,4914.0
R000600,bus,41.58,Bangalore,2024-09-27 02:01:00,4365.9
R000601,petrol_car,10.96,Mumbai,2024-10-21 18:03:00,2104.32
R000602,petrol_car,44.24,Delhi,2024-10-15 02:49:00,8494.08
R000603,petrol_car,35.75,Mumbai,2024-07-16 02:20:00,6864.0
R000604,diesel_car,38.53,Mumbai,2024-04-28 23:40:00,6588.63
R000605,petrol_car,16.98,Chennai,2024-07-22 14:55:00,3260.16
R000606,diesel_car,17.08,Bangalore,2024-04-17 17:32:00,2920.68
R000607,electric_bike,30.46,Chennai,2024-06-21 14:48:00,639.66
R000608,petrol_car,3.15,Pune,2024-09-09 14:54:00,604.8
R000609,bus,19.28,Bangalore,2024-06-01 03:26:00,2024.4
R000610,bus,41.18,Bangalore,2024-04-30 08:46:00,4323.9
R000611,diesel_car,36.26,Delhi,2024-09-08 16:55:00,6200.46
R000612,electric_bike,44.67,Mumbai,2024-11-13 13:59:00,938.07
R000613,diesel_car,11.83,Delhi,2024-01-27 20:35:00,2022.93
R000614,electric_bike,24.77,Chennai,2024-05-28 16:25:00,520.17
R000615,petrol_car,30.79,Pune,2024-12-28 21:47:00,5911.68
R000616,diesel_car,36.47,Mumbai,2024-12-20 15:47:00,6236.37
R000617,petrol_car,18.92,Bangalore,2024-09-08 18:49:00,3632.64
R000618,electric_bike,13.76,Bangalore,2024-05-20 08:15:00,288.96
R000619,petrol_car,19.3,Bangalore,2024-06-09 12:34:00,3705.6
R000620,petrol_car,25.84,Bangalore,2024-02-20 11:39:00,4961.28
R000621,bus,38.07,Pune,2024-01-28 04:59:00,3997.35
R000622,petrol_car,34.76,Mumbai,2024-07-03 16:01:00,6673.92
R000623,bus,12.41,Pune,2024-10-21 13:14:00,1303.05
R000624,petrol_car,29.89,Pune,2024-04-03 20:16:00,5738.88
R000625,petrol_car,27.69,Bangalore,2024-02-17 19:38:00,5316.48
R000626,electric_bike,3.73,Bangalore,2024-09-17 03:15:00,78.33
R000627,petrol_car,4.71,Mumbai,2024-06-05 04:47:00,904.32
R000628,electric_bike,31.73,Delhi,2024-10-12 05:43:00,666.33
R000629,diesel_car,33.44,Delhi,2024-08-22 22:23:00,5718.24
R000630,diesel_car,13.49,Bangalore,2024-02-07 17:20:00,2306.79
R000631,petrol_car,10.53,Mumbai,2024-04-18 11:29:00,2021.76
R000632,electric_bike,35.22,Bangalore,2024-04-20 05:39:00,739.62
R000633,diesel_car,39.81,Delhi,2024-04-08 20:48:00,6807.51
R000634,bus,30.17,Delhi,2024-12-24 09:48:00,3167.85
R000635,bus,5.63,Bangalore,2024-12-11 11:54:00,591.15
R000636,bus,45.15,Bangalore,2024-09-16 14:51:00,4740.75
R000637,diesel_car,6.35,Pune,2024-03-10 00:06:00,1085.85
R000638,bus,16.18,Mumbai,2024-02-22 11:08:00,1698.9
R000639,petrol_car,26.72,Mumbai,2024-02-05 00:39:00,5130.24
R000640,petrol_car,34.91,Pune,2024-10-10 09:31:00,6702.72
R000641,electric_bike,46.56,Mumbai,2024-08-08 13:28:00,977.76
R000642,petrol_car,30.99,Pune,2024-03-21 15:10:00,5950.08
R000643,petrol_car,7.85,Pune,2024-11-16 09:05:00,1507.2
R000644,petrol_car,24.46,Delhi,2024-02-24 12:23:00,4696.32
R000645,petrol_car,15.57,Chennai,2024-06-29 09:32:00,2989.44
R000646,electric_bike,36.8,Bangalore,2024-02-04 13:11:00,772.8
R000647,electric_bike,5.2,Delhi,2024-03-21 05:21:00,109.2
R000648,electric_bike,39.27,Pune,2024-04-16 05:16:00,824.67
R000649,electric_bike,27.01,Mumbai,2024-04-25 12:44:00,567.21
R000650,electric_bike,7.07,Delhi,2024-05-04 15:31:00,148.47
R000651,bus,20.67,Pune,2024-12-26 10:44:00,2170.35
R000652,petrol_car,20.42,Chennai,2024-01-25 01:36:00,3920.64
R000653,bus,46.63,Bangalore,2024-08-17 13:13:00,4896.15
R000654,electric_bike,17.26,Pune,2024-01-15 17:36:00,362.46
R000655,bus,7.83,Chennai,2024-03-08 18:39:00,822.15
R000656,petrol_car,22.72,Delhi,2024-10-26 11:01:00,4362.24
R000657,diesel_car,43.56,Mumbai,2024-02-03 12:42:00,7448.76
R000658,bus,30.62,Delhi,2024-01-31 22:06:00,3215.1
R000659,petrol_car,11.9,Bangalore,2024-09-30 00:42:00,2284.8
R000660,electric_bike,45.91,Pune,2024-01-02 00:48:00,964.11
R000661,bus,22.32,Pune,2024-07-04 11:16:00,2343.6
R000662,diesel_car,30.99,Chennai,2024-11-14 06:39:00,5299.29
R000663,bus,37.99,Pune,2024-10-19 00:58:00,3988.95
R000664,diesel_car,28.75,Delhi,2024-11-03 19:11:00,4916.25
R000665,electric_bike,31.15,Bangalore,2024-05-12 19:46:00,654.15
R000666,electric_bike,9.17,Chennai,2024-11-29 17:37:00,192.57
R000667,electric_bike,8.98,Chennai,2024-08-05 00:43:00,188.58
R000668,electric_bike,49.5,Chennai,2024-09-24 15:23:00,1039.5
R000669,diesel_car,35.28,Pune,2024-10-20 07:58:00,6032.88
R000670,diesel_car,46.93,Delhi,2024-05-30 21:14:00,8025.03
R000671,petrol_car,10.16,Mumbai,2024-05-20 06:04:00,1950.72
R000672,electric_bike,19.93,Delhi,2024-03-29 09:24:00,418.53
R000673,bus,22.5,Mumbai,2024-11-15 03:59:00,2362.5
R000674,diesel_car,5.44,Chennai,2024-02-11 03:39:00,930.24
R000675,electric_bike,16.15,Pune,2024-05-01 19:26:00,339.15
R000676,diesel_car,3.14,Pune,2024-06-16 15:12:00,536.94
R000677,petrol_car,3.08,Chennai,2024-09-02 02:11:00,591.36
R000678,electric_bike,23.82,Delhi,2024-09-11 04:03:00,500.22
R000679,bus,7.53,Pune,2024-12-17 20:34:00,790.65
R000680,petrol_car,15.77,Delhi,2024-12-17 12:27:00,3027.84
R000681,petrol_car,5.06,Pune,2024-05-24 03:36:00,971.52
R000682,petrol_car,17.48,Chennai,2024-09-23 08:45:00,3356.16
R000683,bus,6.59,Mumbai,2024-06-24 03:23:00,691.95
R000684,electric_bike,31.81,Mumbai,2024-02-14 10:03:00,668.01
R000685,diesel_car,34.59,Mumbai,2024-09-05 16:21:00,5914.89
R000686,petrol_car,14.77,Bangalore,2024-02-08 19:33:00,2835.84
R000687,electric_bike,42.36,Bangalore,2024-09-10 17:22:00,889.56
R000688,bus,16.06,Delhi,2024-05-31 11:01:00,1686.3
R000689,electric_bike,47.5,Mumbai,2024-02-22 03:49:00,997.5
R000690,petrol_car,18.14,Bangalore,2024-03-04 09:54:00,3482.88
R000691,electric_bike,31.99,Mumbai,2024-06-20 10:48:00,671.79
R000692,petrol_car,21.67,Mumbai,2024-10-22 18:17:00,4160.64
R000693,electric_bike,36.23,Chennai,2024-02-05 16:20:00,760.83
R000694,petrol_car,34.66,Mumbai,2024-02-05 07:48:00,6654.72
R000695,diesel_car,42.6,Delhi,2024-07-19 04:53:00,7284.6
R000696,bus,11.56,Bangalore,2024-09-06 19:01:00,1213.8
R000697,electric_bike,7.91,Delhi,2024-05-31 02:38:00,166.11
R000698,petrol_car,15.89,Delhi,2024-06-05 05:49:00,3050.88
R000699,electric_bike,42.5,Bangalore,2024-10-10 17:18:00,892.5
R000700,petrol_car,13.09,Pune,2024-08-27 05:38:00,2513.28
R000701,diesel_car,32.51,Delhi,2024-03-13 21:42:00,5559.21
R000702,electric_bike,26.32,Mumbai,2024-11-30 22:13:00,552.72
R000703,bus,5.81,Delhi,2024-09-10 14:36:00,610.05
R000704,electric_bike,4.82,Bangalore,2024-06-05 10:59:00,101.22
R000705,bus,22.95,Bangalore,2024-03-08 22:44:00,2409.75
R000706,bus,33.69,Chennai,2024-06-03 09:44:00,3537.45
R000707,petrol_car,25.79,Pune,2024-01-22 02:13:00,4951.68
R000708,petrol_car,14.76,Pune,2024-11-06 01:31:00,2833.92
R000709,electric_bike,26.57,Mumbai,2024-12-14 06:59:00,557.97
R000710,electric_bike,26.83,Chennai,2024-06-18 00:34:00,563.43
R000711,petrol_car,35.93,Delhi,2024-06-08 00:09:00,6898.56
R000712,diesel_car,44.88,Delhi,2024-11-11 14:56:00,7674.48
R000713,diesel_car,32.09,Pune,2024-01-04 03:39:00,5487.39
R000714,electric_bike,39.98,Chennai,2024-12-18 02:21:00,839.58
R000715,electric_bike,48.95,Chennai,2024-09-09 10:18:00,1027.95
R000716,diesel_car,3.71,Chennai,2024-09-24 01:42:00,634.41
R000717,petrol_car,11.93,Pune,2024-08-07 01:46:00,2290.56
R000718,diesel_car,19.49,Bangalore,2024-03-24 13:04:00,3332.79
R000719,electric_bike,40.65,Mumbai,2024-10-20 07:47:00,853.65
R000720,diesel_car,19.55,Delhi,2024-02-23 22:33:00,3343.05
R000721,bus,29.57,Chennai,2024-12-17 00:56:00,3104.85
R000722,petrol_car,41.17,Mumbai,2024-10-21 19:41:00,7904.64
R000723,bus,29.55,Bangalore,2024-06-15 18:48:00,3102.75
R000724,diesel_car,36.64,Bangalore,2024-01-04 08:22:00,6265.44
R000725,electric_bike,8.25,Mumbai,2024-06-22 01:33:00,173.25
R000726,electric_bike,48.51,Bangalore,2024-07-31 01:34:00,1018.71
R000727,bus,32.42,Mumbai,2024-09-29 20:40:00,3404.1
R000728,petrol_car,48.62,Mumbai,2024-10-02 07:32:00,9335.04
R000729,bus,46.64,Chennai,2024-07-31 22:54:00,4897.2
R000730,electric_bike,24.0,Delhi,2024-10-15 16:20:00,504.0
R000731,petrol_car,36.97,Pune,2024-05-09 07:04:00,7098.24
R000732,electric_bike,25.01,Delhi,2024-10-24 23:01:00,525.21
R000733,petrol_car,31.19,Pune,2024-01-16 09:45:00,5988.48
R000734,bus,37.91,Pune,2024-07-30 12:31:00,3980.55
R000735,electric_bike,44.12,Pune,2024-06-25 19:07:00,926.52
R000736,petrol_car,23.56,Mumbai,2024-08-22 18:14:00,4523.52
R000737,electric_bike,11.42,Mumbai,2024-09-06 19:20:00,239.82
R000738,bus,32.33,Pune,2024-07-23 05:42:00,3394.65
R000739,electric_bike,24.43,Chennai,2024-08-30 14:25:00,513.03
R000740,electric_bike,39.58,Delhi,2024-02-19 14:19:00,831.18
R000741,electric_bike,13.81,Bangalore,2024-08-16 14:28:00,290.01
R000742,diesel_car,46.59,Bangalore,2024-06-11 08:49:00,7966.89
R000743,electric_bike,11.77,Delhi,2024-08-08 14:43:00,247.17
R000744,electric_bike,34.47,Mumbai,2024-08-29 15:38:00,723.87
R000745,petrol_car,7.97,Mumbai,2024-04-08 00:57:00,1530.24
R000746,petrol_car,48.3,Mumbai,2024-01-18 11:42:00,9273.6
R000747,diesel_car,31.27,Pune,2024-02-13 21:36:00,5347.17
R000748,bus,5.25,Chennai,2024-02-04 01:45:00,551.25
R000749,bus,47.09,Mumbai,2024-10-08 18:44:00,4944.45
R000750,electric_bike,10.98,Bangalore,2024-06-27 20:43:00,230.58
R000751,diesel_car,27.88,Mumbai,2024-09-03 10:39:00,4767.48
R000752,diesel_car,17.89,Delhi,2024-10-20 19:10:00,3059.19
R000753,petrol_car,42.31,Chennai,2024-06-03 22:11:00,8123.52
R000754,diesel_car,42.76,Delhi,2024-07-09 18:37:00,7311.96
R000755,electric_bike,23.89,Pune,2024-11-25 17:39:00,501.69
R000756,bus,5.47,Delhi,2024-05-02 20:16:00,574.35
R000757,petrol_car,27.55,Mumbai,2024-01-01 07:01:00,5289.6
R000758,bus,37.29,Chennai,2024-07-18 13:23:00,3915.45
R000759,petrol_car,13.27,Mumbai,2024-08-28 23:17:00,2547.84
R000760,petrol_car,48.98,Pune,2024-10-03 17:54:00,9404.16
R000761,diesel_car,29.18,Delhi,2024-09-12 08:17:00,4989.78
R000762,diesel_car,34.38,Chennai,2024-03-13 14:38:00,5878.98
R000763,electric_bike,40.42,Pune,2024-05-01 13:45:00,848.82
R000764,bus,36.83,Bangalore,2024-04-18 16:03:00,3867.15
R000765,electric_bike,29.91,Bangalore,2024-10-10 14:58:00,628.11
R000766,diesel_car,40.26,Pune,2024-10-16 03:15:00,6884.46
R000767,bus,3.65,Pune,2024-04-29 04:51:00,383.25
R000768,petrol_car,7.87,Mumbai,2024-05-02 13:18:00,1511.04
R000769,petrol_car,24.73,Delhi,2024-06-02 07:46:00,4748.16
